1431785164.556000, /muse/acc, 54.687584, 992.189, 152.344
1431785168.493000, /muse/elements/raw_fft2, 5.5520425, 10.679425, 8.69068, 7.1372075, 2.522659, -1.8338848, -0.7186634, -2.8708906, -1.2459161, -1.3865705, -5.8663745, -5.5294623, -5.904143, -12.142281, -11.184992, -7.3073463, -7.2919636, -3.741982, -3.1326988, -5.7360663, -10.246554, -5.001357, -7.6161213, -11.391137, -12.384637, -14.518945, -15.406912, -14.569414, -13.992729, -12.588489, -8.850451, -10.449985, -9.546298, -8.090277, -8.690422, -12.1553755, -15.297531, -14.966198, -7.773796, -10.846167, -6.5013084, -7.839606, -3.765365, -6.6848097, -12.850175, -11.9396105, -6.869211, -10.149713, -7.109387, -12.60729, -21.157564, -19.016481, -14.0879135, -15.576704, -9.641304, -13.025788, -16.854424, -12.269754, -16.164444, -13.5510435, -14.590845, -14.732579, -12.750239, -14.634388, -12.838701, -13.116123, -10.134852, -10.259943, -17.808838, -14.042593, -10.430629, -8.126348, -11.716284, -11.116717, -5.16191, -10.035281, -16.604685, -11.047979, -11.074061, -12.134178, -13.356901, -14.405476, -10.971011, -9.635512, -9.837337, -13.553023, -14.733224, -8.515994, -10.398734, -8.195011, -6.66131, -15.998595, -18.599716, -16.306505, -15.270846, -12.113287, -11.063904, -17.588568, -20.308933, -15.595115, -11.141402, -9.92234, -11.214164, -12.492303, -14.615104, -16.722097, -16.22443, -16.037132, -13.535544, -13.404309, -10.76077, -10.299154, -16.201813, -21.694366, -19.414158, -16.625614, -5.5888977, -7.4283743, -17.151608, -19.072155, -21.508516, -21.022903, -17.491652, -16.911392, -15.910663, -19.988655, -20.442814, -16.420515, -20.933886
1431785168.493000, /muse/elements/raw_fft3, 8.541286, 14.608984, 16.582996, 14.552828, 13.281192, 12.085282, 7.819954, 7.7042093, 5.605942, 3.34326, -0.9788546, -3.4904864, -5.0248117, -3.5557802, -1.0944877, -6.5192556, -9.364808, -5.0895004, -5.4972243, -4.6892858, -5.535644, -9.9926405, -5.110215, -5.679571, -7.316071, -13.263555, -12.3779955, -7.080295, -6.012109, -5.522201, -3.6514313, -9.491302, -11.861053, -7.918807, -7.104022, -8.631762, -10.039774, -7.3631725, -11.5353365, -12.757222, -9.360222, -11.880921, -8.405951, -4.803964, -10.0217, -11.105674, -9.44063, -7.0493345, -1.7314994, -1.7986913, -10.270091, -4.9747443, -9.323594, -8.878464, -2.0920703, -6.5410357, -3.5538542, -1.7290697, -5.5059004, -3.724435, -2.9211948, -6.716313, -2.2729094, -3.4423532, -9.176539, -5.2288513, -11.787921, -6.972092, -6.572181, -2.9865177, -6.5102253, -4.405261, -6.377748, -4.637578, -5.533954, -6.012305, -4.24153, -7.31909, -6.327137, -8.056771, -12.307496, -9.127699, -7.3038054, -3.7994366, -4.8502593, -7.2097282, -11.137754, -11.870183, -16.97052, -13.248601, -13.899464, -15.258411, -11.636085, -7.2082424, -10.188592, -11.330553, -7.456504, -5.1623607, -5.1716805, -10.511351, -6.6625, -8.127437, -11.996515, -8.961731, -8.095615, -9.727878, -9.787198, -8.93746, -8.4457, -6.9211497, -10.723667, -14.706634, -8.777019, -3.949041, -3.8365371, -4.4738736, 2.9473743, 1.3213696, -8.567151, -13.908228, -21.093409, -23.033022, -17.848051, -13.825631, -12.2289915, -17.165794, -18.75077, -18.971447, -18.299616
1431785168.493000, /muse/elements/low_freqs_absolute, 1.1476275, 0.9316626, 1.1367766, 0.8695219
1431785168.493000, /muse/elements/alpha_absolute, 0.29333326, 0.060420826, 0.4033532, 0.37991625
1431785168.493000, /muse/elements/beta_absolute, 0.399523, -0.26071343, 0.4151117, 0.5937704
1431785168.494000, /muse/elements/delta_absolute, 0.9943769, 0.8011943, 1.0260248, 0.531166
1431785168.494000, /muse/elements/gamma_absolute, 0.3473684, -0.5953371, 0.31578, 0.7046211
1431785168.494000, /muse/elements/theta_absolute, 0.62087077, 0.3457809, 0.48914284, 0.6028622
1431785168.494000, /muse/elements/alpha_session_score, 0.055555556, 0.41935483, 0.25925925, 0.30769232
1431785168.494000, /muse/elements/beta_session_score, 0.0, 0.0, 0.94736844, 0.12
1431785168.494000, /muse/elements/delta_session_score, 1.0, 1.0, 1.0, 0.45
1431785168.494000, /muse/elements/gamma_session_score, 0.078947365, 0.7407407, 1.0, 0.88235295
1431785168.494000, /muse/elements/theta_session_score, 0.875, 0.975, 0.7741935, 0.9459459
1431785168.494000, /muse/acc, 42.9688186646, 996.095336914, 152.343994141
1431785168.494000, /muse/drlref, 1648387.125, 1651612.875
1431785168.494000, /muse/acc, 42.9688186646, 996.095336914, 152.343994141
1431785168.497000, /muse/acc, 42.9688186646, 996.095336914, 152.343994141
1431785168.515000, /muse/acc, 42.9688186646, 996.095336914, 152.343994141
1431785168.543000, /muse/eeg, 814.265258789, 825.780151367, 840.584960938, 801.105407715
1431785168.543000, /muse/eeg/quantization, 1, 1, 1, 1
1431785168.543000, /muse/eeg, 832.360046387, 820.845214844, 840.584960938, 814.265258789
1431785168.543000, /muse/eeg, 837.29498291, 822.49017334, 829.070068359, 837.29498291
1431785168.543000, /muse/eeg, 824.135131836, 817.555236816, 837.29498291, 829.070068359
1431785168.543000, /muse/eeg, 845.519897461, 819.200195312, 830.715087891, 845.519897461
1431785168.543000, /muse/eeg, 838.940002441, 817.555236816, 822.49017334, 837.29498291
1431785168.543000, /muse/eeg, 853.744812012, 817.555236816, 825.780151367, 840.584960938
1431785168.543000, /muse/eeg, 845.519897461, 815.91027832, 834.005004883, 829.070068359
1431785168.543000, /muse/eeg, 860.324707031, 815.91027832, 827.425109863, 848.809875488
1431785168.543000, /muse/eeg, 881.709472656, 814.265258789, 830.715087891, 852.09979248
1431785168.543000, /muse/eeg, 870.194580078, 812.620300293, 824.135131836, 847.164855957
1431785168.543000, /muse/eeg, 863.614685059, 812.620300293, 830.715087891, 853.744812012
1431785168.543000, /muse/eeg, 866.904663086, 815.91027832, 830.715087891, 866.904663086
1431785168.543000, /muse/eeg, 865.259643555, 812.620300293, 832.360046387, 863.614685059
1431785168.543000, /muse/eeg, 871.839599609, 815.91027832, 829.070068359, 855.389770508
1431785168.543000, /muse/eeg, 868.549621582, 817.555236816, 827.425109863, 861.969726562
1431785168.543000, /muse/acc, 46.8750724792, 996.095336914, 152.343994141
1431785168.554000, /muse/acc, 42.9688186646, 996.095336914, 152.343994141
1431785168.576000, /muse/acc, 46.8750724792, 996.095336914, 152.343994141
1431785168.576000, /muse/drlref, 1651612.875, 1654838.75
1431785168.594000, /muse/acc, 42.9688186646, 1000.00158691, 152.343994141
1431785168.621000, /muse/eeg, 875.129516602, 815.91027832, 832.360046387, 863.614685059
1431785168.621000, /muse/eeg/quantization, 1, 1, 1, 1
1431785168.621000, /muse/eeg, 875.129516602, 814.265258789, 834.005004883, 871.839599609
1431785168.621000, /muse/eeg, 868.549621582, 810.975280762, 842.229919434, 860.324707031
1431785168.621000, /muse/eeg, 868.549621582, 806.040344238, 835.650024414, 863.614685059
1431785168.621000, /muse/eeg, 880.064453125, 807.68536377, 837.29498291, 881.709472656
1431785168.621000, /muse/eeg, 889.934387207, 807.68536377, 835.650024414, 857.034729004
1431785168.622000, /muse/elements/alpha_relative, 0.09470331, 0.11887052, 0.12213256, 0.1276192
1431785168.622000, /muse/elements/beta_relative, 0.1209358, 0.04694264, 0.1209992, 0.2088191
1431785168.622000, /muse/elements/delta_relative, 0.47578287, 0.5964759, 0.52158266, 0.18078643
1431785168.622000, /muse/elements/gamma_relative, 0.107250735, 0.022846468, 0.09153687, 0.26953855
1431785168.622000, /muse/elements/theta_relative, 0.2013273, 0.21486445, 0.14374867, 0.21323672
1431785168.622000, /muse/elements/horseshoe, 1.0, 1.0, 1.0, 1.0
1431785168.622000, /muse/elements/is_good, 1, 1, 1, 1
1431785168.622000, /muse/elements/blink, 0
1431785168.622000, /muse/elements/jaw_clench, 0
1431785168.622000, /muse/elements/touching_forehead, 1
1431785168.622000, /muse/elements/experimental/concentration, 0.57563853
1431785168.622000, /muse/elements/experimental/mellow, 0.45716396
1431785168.622000, /muse/elements/raw_fft0, 8.510058, 13.799324, 15.733734, 11.862469, 10.41828, 9.699196, 5.0310493, 6.2307773, 2.7876527, 1.5578927, -3.9378598, -5.4556427, -4.7628083, -0.5870459, -6.456265, -10.467848, -8.748505, -10.171758, -13.045367, -14.955775, -12.93235, -9.875216, -7.1126933, -7.880203, -11.177162, -12.553445, -12.509339, -8.030888, -8.845329, -7.5217376, -5.881736, -5.587299, -6.264794, -7.0069194, -9.43905, -10.276275, -10.602648, -6.1334114, -7.087545, -9.909939, -5.5136867, -7.452406, -3.5798812, -2.904935, -6.595111, -12.432443, -8.400815, -7.6786237, -7.9929338, -8.451428, -7.6484036, -15.603202, -5.243139, -3.8263803, -8.025582, -9.809082, -14.969777, -21.756681, -26.491545, -21.921816, -18.642212, -15.07646, -14.425755, -10.235869, -7.404281, -9.035254, -6.710715, -8.939675, -8.271385, -4.9950066, -4.7909966, -6.0410275, -5.2072544, -5.375445, -3.5529075, -6.5831866, -16.548592, -14.944702, -11.507686, -15.710007, -11.743968, -6.035382, -7.396788, -6.879614, -8.801637, -3.9176784, -10.4414215, -7.8931956, -6.0738673, -11.086627, -12.52002, -17.868893, -10.485444, -8.695634, -12.664143, -11.755132, -9.305447, -12.127746, -15.936865, -13.972948, -9.590291, -7.3441734, -8.603208, -8.663748, -9.0502, -12.258286, -7.6672134, -10.646783, -8.125132, -10.027537, -11.958371, -8.630939, -8.281016, -5.2888, -6.3789573, -14.442767, -10.186592, -9.134615, -21.481752, -16.705013, -14.28736, -18.100033, -16.267727, -17.62592, -15.793547, -13.798163, -18.543201, -14.968269, -13.833407
1431785168.622000, /muse/elements/raw_fft1, -6.0826464, -4.271994, 3.5603497, 3.8302102, -0.84542006, -2.9505825, -6.9985304, -5.7005935, -1.8908381, -6.676679, -7.476966, -13.702021, -14.939001, -9.846183, -8.365304, -11.239711, -12.507257, -15.180712, -11.213997, -13.3094845, -17.23084, -16.872849, -12.516704, -13.952454, -24.208672, -19.59512, -17.250694, -21.236761, -19.728907, -19.233625, -24.809227, -21.011082, -24.594374, -17.236279, -15.062145, -17.03788, -16.77731, -20.074945, -20.33172, -19.716099, -17.906559, -18.593462, -23.370975, -21.71916, -18.109781, -23.48582, -25.397024, -16.929434, -15.832158, -20.307245, -20.33183, -20.676067, -22.550674, -24.181486, -21.42762, -27.956501, -28.293848, -31.065691, -31.679596, -31.411346, -33.15701, -29.436619, -28.14067, -23.583725, -27.790943, -29.215086, -21.882679, -23.643293, -25.529491, -20.130198, -16.654827, -22.908072, -29.447924, -23.065018, -18.990585, -18.67799, -20.696596, -22.30638, -27.895832, -24.21303, -23.881117, -21.98993, -17.00113, -17.337872, -17.486725, -21.524462, -19.674583, -22.760616, -19.305344, -22.358685, -21.275436, -19.57157, -21.23317, -24.279001, -22.830637, -26.172684, -26.211578, -19.392488, -19.841383, -22.579798, -22.134651, -21.430279, -27.685184, -25.40328, -22.063387, -25.783659, -26.935364, -34.505535, -28.598589, -26.495193, -20.66688, -20.628141, -23.048407, -21.089758, -22.171902, -21.807611, -18.850943, -21.210526, -25.38853, -31.39397, -34.725388, -31.405025, -33.474205, -26.416275, -24.34511, -25.863497, -31.103867, -26.482464, -28.433662
1431785168.623000, /muse/elements/raw_fft2, 5.7997694, 10.945713, 8.937422, 7.4202704, 2.9312496, -1.7349709, -0.6712736, -3.2216907, -1.0980334, -1.6815672, -5.296315, -5.341526, -5.7050223, -10.769624, -10.154316, -7.6390886, -6.6570716, -2.8467364, -3.124157, -5.5607314, -9.556487, -4.8422713, -7.1736298, -12.083483, -14.267805, -14.883156, -15.51204, -13.975285, -12.666611, -12.160133, -8.823681, -11.028291, -9.722124, -9.335492, -9.497561, -12.574771, -15.842496, -15.101533, -8.015916, -10.063056, -6.010029, -7.93029, -3.8247595, -6.8160067, -13.749845, -12.159021, -7.3897696, -10.827561, -7.501816, -12.296491, -19.977789, -19.865774, -13.904334, -13.0725975, -8.391065, -12.133912, -15.733975, -11.389231, -15.692641, -12.589212, -13.692911, -14.766285, -12.657892, -15.28484, -12.856065, -13.409258, -9.74688, -9.862647, -17.113468, -14.297346, -10.422753, -7.6743937, -11.81622, -10.498579, -5.1612883, -10.104215, -16.598274, -11.131266, -11.835235, -12.436578, -12.828896, -14.002381, -11.410976, -9.994469, -10.300347, -14.756261, -15.501648, -9.284412, -11.244395, -8.46013, -6.379678, -15.016854, -18.502768, -15.80164, -14.989647, -13.052709, -12.325938, -18.057413, -20.045492, -15.428565, -10.520654, -9.954889, -11.4157095, -12.287188, -14.856329, -17.450647, -17.349445, -15.710681, -13.556053, -13.254992, -11.008832, -10.941398, -17.220001, -21.498465, -18.079493, -15.505704, -5.656392, -7.461331, -16.713335, -18.998981, -21.265797, -21.328465, -17.84061, -17.404438, -16.675417, -20.688963, -20.219152, -16.410769, -21.097849
1431785168.623000, /muse/elements/raw_fft3, 8.787641, 13.461807, 15.023245, 12.343915, 10.878233, 10.056551, 5.5591507, 5.8856664, 3.467561, 2.0073369, -2.781226, -5.1503243, -6.6989374, -4.8097134, -1.4508138, -7.1303396, -10.299286, -4.944616, -5.259816, -4.61641, -5.2202487, -10.073131, -5.0580645, -5.9423194, -7.3671856, -12.460007, -11.916117, -6.6536093, -5.8628387, -5.9807196, -3.8096087, -10.572046, -13.108259, -8.825399, -6.5602593, -7.560397, -9.408268, -7.2219744, -11.667119, -11.275164, -10.943754, -15.168785, -9.538711, -4.847943, -9.532197, -11.072962, -9.325904, -6.419085, -0.767623, -0.795389, -9.655193, -4.5433035, -8.437795, -8.137758, -1.7072107, -6.3068585, -2.5299847, -0.7725538, -5.023381, -2.9184725, -2.1169899, -6.5782113, -1.6526488, -3.0324478, -8.973584, -4.9349937, -12.684441, -6.8991537, -5.5470924, -3.1011689, -6.9057636, -4.645605, -6.081181, -3.7941585, -6.053654, -5.231601, -4.742256, -7.4160643, -6.3301554, -7.513078, -12.369371, -8.992454, -6.5103774, -3.3070538, -4.8897567, -7.2045236, -11.900822, -10.945718, -15.616959, -13.282737, -13.92472, -15.353617, -10.915064, -6.9072328, -9.599721, -10.569439, -7.0761943, -5.4650183, -5.052822, -11.150419, -6.4429574, -7.8267484, -11.60636, -8.272133, -8.516897, -10.309392, -9.794263, -8.746319, -7.2302523, -6.6825438, -11.02889, -15.2226715, -7.772835, -3.774905, -3.6646743, -3.9546702, 3.490285, 1.9127235, -7.3021646, -12.018486, -20.442448, -23.379082, -17.323757, -13.893259, -12.119416, -16.864876, -18.234577, -17.87141, -18.90467
1431785168.623000, /muse/elements/low_freqs_absolute, 1.1476275, 0.9512626, 1.174577, 0.8695219
1431785168.623000, /muse/elements/alpha_absolute, 0.29333326, 0.1171337, 0.43837044, 0.37991625
1431785168.623000, /muse/elements/beta_absolute, 0.399523, -0.28637296, 0.43432146, 0.5937704
1431785168.623000, /muse/elements/delta_absolute, 0.9943769, 0.81765246, 1.0688621, 0.531166
1431785168.623000, /muse/elements/gamma_absolute, 0.3473684, -0.5991214, 0.31313503, 0.7046211
1431785168.623000, /muse/elements/theta_absolute, 0.62087077, 0.3742241, 0.5091428, 0.6028622
1431785168.623000, /muse/elements/alpha_session_score, 0.055555556, 0.61290324, 0.4074074, 0.30769232
1431785168.623000, /muse/elements/beta_session_score, 0.0, 0.0, 1.0, 0.12
1431785168.623000, /muse/elements/delta_session_score, 1.0, 1.0, 1.0, 0.45
1431785168.623000, /muse/elements/gamma_session_score, 0.08108108, 0.7407407, 1.0, 0.8787879
1431785168.623000, /muse/elements/theta_session_score, 0.8909091, 1.0, 0.83870965, 0.9459459
1431785168.623000, /muse/eeg, 875.129516602, 807.68536377, 835.650024414, 876.774536133
1431785168.623000, /muse/eeg, 881.709472656, 812.620300293, 838.940002441, 873.484558105
1431785168.623000, /muse/eeg, 871.839599609, 812.620300293, 853.744812012, 876.774536133
1431785168.623000, /muse/eeg, 884.999450684, 810.975280762, 852.09979248, 875.129516602
1431785168.623000, /muse/eeg, 894.86932373, 812.620300293, 838.940002441, 881.709472656
1431785168.623000, /muse/eeg, 876.774536133, 809.330322266, 842.229919434, 875.129516602
1431785168.623000, /muse/eeg, 875.129516602, 810.975280762, 842.229919434, 870.194580078
1431785168.623000, /muse/eeg, 870.194580078, 809.330322266, 840.584960938, 878.419494629
1431785168.623000, /muse/eeg, 880.064453125, 807.68536377, 832.360046387, 870.194580078
1431785168.624000, /muse/eeg, 884.999450684, 809.330322266, 847.164855957, 870.194580078
1431785168.624000, /muse/acc, 42.9688186646, 996.095336914, 152.343994141
1431785168.635000, /muse/acc, 42.9688186646, 996.095336914, 152.343994141
1431785168.656000, /muse/acc, 42.9688186646, 996.095336914, 152.343994141
1431785168.680000, /muse/acc, 46.8750724792, 996.095336914, 152.343994141
1431785168.680000, /muse/eeg, 888.289367676, 812.620300293, 843.874938965, 876.774536133
1431785168.680000, /muse/eeg/quantization, 1, 1, 1, 1
1431785168.680000, /muse/eeg, 884.999450684, 814.265258789, 835.650024414, 870.194580078
1431785168.680000, /muse/eeg, 883.354431152, 814.265258789, 834.005004883, 866.904663086
1431785168.680000, /muse/eeg, 886.64440918, 812.620300293, 843.874938965, 883.354431152
1431785168.680000, /muse/eeg, 880.064453125, 814.265258789, 838.940002441, 873.484558105
1431785168.680000, /muse/eeg, 888.289367676, 810.975280762, 829.070068359, 881.709472656
1431785168.680000, /muse/eeg, 888.289367676, 812.620300293, 837.29498291, 852.09979248
1431785168.680000, /muse/eeg, 880.064453125, 810.975280762, 824.135131836, 871.839599609
1431785168.680000, /muse/eeg, 884.999450684, 809.330322266, 830.715087891, 894.86932373
1431785168.680000, /muse/eeg, 884.999450684, 815.91027832, 827.425109863, 880.064453125
1431785168.680000, /muse/eeg, 880.064453125, 812.620300293, 840.584960938, 889.934387207
1431785168.680000, /muse/eeg, 876.774536133, 817.555236816, 832.360046387, 857.034729004
1431785168.681000, /muse/elements/alpha_relative, 0.09470331, 0.1352707, 0.12141812, 0.1276192
1431785168.681000, /muse/elements/beta_relative, 0.1209358, 0.043036498, 0.11892055, 0.2088191
1431785168.683000, /muse/elements/delta_relative, 0.47578287, 0.5820296, 0.53417856, 0.18078643
1431785168.683000, /muse/elements/gamma_relative, 0.107250735, 0.021573171, 0.08547129, 0.26953855
1431785168.683000, /muse/elements/theta_relative, 0.2013273, 0.21809003, 0.1400115, 0.21323672
1431785168.683000, /muse/elements/horseshoe, 1.0, 1.0, 1.0, 1.0
1431785168.683000, /muse/elements/is_good, 1, 1, 1, 1
1431785168.683000, /muse/elements/blink, 1
1431785168.683000, /muse/elements/jaw_clench, 0
1431785168.683000, /muse/elements/touching_forehead, 1
1431785168.683000, /muse/elements/experimental/concentration, 0.57563853
1431785168.683000, /muse/elements/experimental/mellow, 0.4434971
1431785168.683000, /muse/elements/raw_fft0, 8.493251, 12.313426, 13.943717, 10.121482, 7.5990515, 7.537495, 4.456863, 4.6101294, 0.3401846, 1.0028638, -3.3896577, -6.9405117, -5.0059514, -0.8274061, -7.2993813, -9.339262, -7.101799, -10.048465, -13.931348, -14.253399, -12.761935, -9.951331, -7.415125, -8.209644, -11.160518, -12.799091, -12.806883, -8.15697, -9.02718, -6.808694, -5.1656246, -5.937676, -6.188755, -8.166211, -9.950667, -10.03006, -9.723775, -7.627291, -7.877486, -10.688024, -6.1374416, -8.051896, -2.891939, -2.7306428, -7.580841, -13.516865, -8.424175, -9.041255, -8.803249, -8.931787, -8.088459, -17.581532, -4.932851, -3.6373494, -7.9166474, -9.636856, -14.276627, -22.07822, -26.234024, -20.925581, -18.309387, -14.865038, -13.795996, -10.007191, -7.4975233, -8.63893, -6.5243783, -9.60754, -8.74989, -5.683402, -4.6264563, -5.4980497, -5.303507, -6.2076664, -4.4131236, -6.942798, -16.910368, -14.117634, -10.956627, -16.029274, -12.411659, -5.567335, -6.720093, -7.200825, -7.670089, -2.9145873, -9.763758, -7.7613993, -6.117356, -11.384284, -13.217154, -17.145912, -10.843239, -9.424632, -13.226855, -12.128013, -9.296904, -11.614855, -16.7116, -12.932929, -9.075081, -7.1454587, -10.015384, -10.170296, -9.605554, -11.805327, -6.544558, -10.401435, -8.323775, -10.157697, -12.443864, -8.861717, -8.059798, -4.605774, -5.8569336, -14.679534, -9.436223, -8.238364, -20.53354, -18.976624, -15.985192, -20.08407, -16.974012, -17.490047, -15.742423, -13.474049, -17.879036, -14.779102, -13.90663
1431785168.683000, /muse/elements/raw_fft1, -5.701382, -5.9498496, 2.828176, 3.295814, -1.171015, -3.5295782, -9.955308, -5.3566456, -1.359232, -5.4278684, -6.116334, -12.56687, -14.246863, -9.623208, -8.472984, -11.654004, -12.78262, -15.457958, -11.562133, -13.148306, -17.802738, -16.289719, -12.687192, -14.81706, -22.12405, -18.72488, -16.389313, -20.531353, -20.63679, -18.992535, -24.854252, -20.762238, -23.801956, -17.804697, -15.099771, -17.213974, -16.167786, -19.58735, -21.186531, -19.831036, -19.460032, -19.7197, -23.356506, -22.514595, -19.224525, -24.010225, -27.490128, -17.615322, -15.983124, -20.360186, -20.612505, -20.525055, -21.550413, -22.589062, -20.688515, -27.089615, -27.424843, -30.42162, -30.903223, -31.184282, -33.145363, -29.102583, -26.824984, -23.242245, -27.710909, -29.451242, -21.97516, -24.19577, -24.678707, -20.758509, -17.624697, -23.689817, -30.32793, -23.536861, -18.417215, -19.6001, -23.297497, -23.020117, -28.00364, -24.761421, -22.279434, -21.486118, -17.129198, -17.004974, -17.453527, -21.772776, -19.748798, -22.736555, -19.25646, -22.0366, -21.80571, -20.394485, -21.55722, -24.709015, -23.863766, -26.51864, -26.891176, -19.812553, -20.320417, -22.582579, -22.171585, -21.52407, -28.62676, -25.274223, -21.81685, -25.435492, -26.75224, -35.186825, -27.889029, -25.517225, -21.379961, -21.83079, -24.687738, -21.201307, -21.800114, -21.624031, -18.25909, -20.667614, -25.420057, -31.519087, -36.34788, -32.8551, -33.024166, -25.834784, -23.666271, -25.044798, -30.531681, -26.34549, -28.301517
1431785168.684000, /muse/elements/raw_fft2, 5.781666, 11.1327095, 9.11374, 7.55743, 3.1451976, -2.0518136, -0.6502774, -3.4963617, -1.0525525, -2.0660543, -4.7456474, -5.0498176, -5.377718, -9.874357, -9.344997, -8.087166, -6.1415024, -2.1316216, -3.1538641, -5.595959, -9.161974, -4.8623586, -6.8571467, -12.308725, -15.822392, -15.104325, -15.500225, -13.618296, -11.432332, -11.541148, -9.029283, -11.134847, -9.6844015, -10.819416, -10.507755, -13.394874, -16.313984, -15.15877, -8.372326, -9.217953, -5.597829, -7.951209, -3.9774349, -6.740803, -14.082994, -11.964817, -8.041887, -11.057984, -7.9906187, -12.138804, -19.070042, -18.772436, -12.85354, -10.860272, -7.532715, -11.350159, -14.806583, -10.826761, -14.835005, -11.853641, -12.908225, -14.437686, -12.652709, -15.760682, -12.862659, -13.704416, -9.607752, -9.659652, -16.751257, -14.42867, -10.399988, -7.333484, -11.696644, -10.359934, -5.226529, -10.271406, -16.622364, -11.1465845, -12.038173, -12.500458, -12.264727, -13.006861, -11.930591, -10.741227, -10.995298, -16.175056, -16.06366, -10.338737, -11.985848, -8.846155, -6.235504, -14.185051, -18.257917, -15.396175, -14.930685, -14.353793, -13.739833, -18.24535, -19.87896, -15.559169, -10.062053, -10.1068125, -11.6332855, -12.112948, -15.017315, -17.46412, -18.597733, -15.275257, -13.523657, -13.399204, -11.450249, -11.638572, -17.839458, -21.025301, -16.834606, -14.282238, -5.642728, -7.620531, -16.56055, -19.079626, -20.978458, -21.169722, -18.292906, -18.380384, -17.529154, -20.858007, -19.821554, -16.524714, -21.498873
1431785168.684000, /muse/elements/raw_fft3, 8.718589, 11.990259, 13.078658, 9.706612, 7.962483, 7.7725124, 4.4070926, 4.1106396, 1.0527147, 1.8781263, -2.8110232, -6.4987545, -7.186334, -5.311633, -1.9104145, -7.452987, -10.082128, -4.695142, -4.9569283, -4.5392966, -5.1419506, -9.303924, -5.3536706, -6.4234557, -7.668887, -11.837458, -11.078215, -6.1978283, -5.689489, -6.526991, -4.023832, -10.782133, -13.50576, -9.545554, -6.1902475, -6.5593557, -8.719039, -7.122543, -11.279104, -9.71182, -11.435593, -17.454973, -11.225957, -4.8975444, -9.147262, -11.283642, -9.27337, -6.067056, -0.2032451, -0.049377564, -8.445797, -4.331834, -7.544163, -7.263847, -1.5039244, -5.565215, -1.826798, -0.14750604, -4.32473, -2.2734792, -1.5777248, -6.094964, -1.1953661, -2.6960924, -8.450323, -4.835064, -12.933032, -6.6471224, -4.9262147, -3.370565, -6.9224114, -4.97258, -5.8006797, -2.9337642, -5.8636174, -4.889554, -5.35827, -7.6967373, -6.2886534, -6.9759707, -11.60454, -8.91322, -5.916376, -2.9657707, -4.8393726, -7.0966845, -12.020037, -9.766265, -14.908813, -13.195225, -13.916153, -15.249924, -10.352424, -6.8417916, -9.176936, -9.127906, -6.409707, -5.7390184, -5.146003, -11.318282, -6.2724133, -7.598061, -11.162634, -7.7086873, -8.940411, -10.703579, -9.922123, -8.579482, -6.3871827, -6.643711, -11.65014, -15.083207, -6.934703, -3.7576325, -3.6505134, -3.8611934, 3.8687725, 2.2183733, -6.472842, -10.429053, -18.740469, -23.001133, -16.72273, -14.023274, -12.218199, -16.292944, -17.458776, -17.200645, -19.439285
1431785168.684000, /muse/elements/low_freqs_absolute, 1.1476275, 0.96401966, 1.2049806, 0.8695219
1431785168.684000, /muse/elements/alpha_absolute, 0.29333326, 0.19206847, 0.46048176, 0.37991625
1431785168.684000, /muse/elements/beta_absolute, 0.399523, -0.30529836, 0.4514552, 0.5937704
1431785168.684000, /muse/elements/delta_absolute, 0.9943769, 0.8258098, 1.1038847, 0.531166
1431785168.684000, /muse/elements/gamma_absolute, 0.3473684, -0.60522133, 0.30801854, 0.7046211
1431785168.684000, /muse/elements/theta_absolute, 0.62087077, 0.39950052, 0.522362, 0.6028622
1431785168.684000, /muse/elements/alpha_session_score, 0.055555556, 0.83870965, 0.4814815, 0.30769232
1431785168.684000, /muse/elements/beta_session_score, 0.0, 0.0, 1.0, 0.12
1431785168.684000, /muse/elements/delta_session_score, 1.0, 1.0, 1.0, 0.44067797
1431785168.684000, /muse/elements/gamma_session_score, 0.08108108, 0.7307692, 1.0, 0.8787879
1431785168.684000, /muse/elements/theta_session_score, 0.8909091, 1.0, 0.87096775, 0.9459459
1431785168.684000, /muse/eeg, 889.934387207, 819.200195312, 840.584960938, 866.904663086
1431785168.684000, /muse/eeg, 891.579345703, 819.200195312, 838.940002441, 875.129516602
1431785168.684000, /muse/eeg, 898.159240723, 819.200195312, 827.425109863, 876.774536133
1431785168.684000, /muse/eeg, 893.224304199, 822.49017334, 822.49017334, 889.934387207
1431785168.696000, /muse/acc, 50.7813301086, 1000.00158691, 156.250244141
1431785168.696000, /muse/drlref, 1648387.125, 1651612.875
1431785168.714000, /muse/acc, 50.7813301086, 1003.90783691, 156.250244141
1431785168.736000, /muse/acc, 54.6875839233, 996.095336914, 160.156494141
1431785168.760000, /muse/acc, 46.8750724792, 996.095336914, 152.343994141
1431785168.760000, /muse/eeg, 899.804260254, 822.49017334, 827.425109863, 893.224304199
1431785168.760000, /muse/eeg/quantization, 1, 1, 1, 1
1431785168.760000, /muse/eeg, 886.64440918, 820.845214844, 837.29498291, 829.070068359
1431785168.760000, /muse/eeg, 889.934387207, 817.555236816, 815.91027832, 843.874938965
1431785168.760000, /muse/eeg, 886.64440918, 817.555236816, 820.845214844, 884.999450684
1431785168.760000, /muse/eeg, 871.839599609, 810.975280762, 824.135131836, 850.454833984
1431785168.760000, /muse/eeg, 880.064453125, 809.330322266, 804.395385742, 873.484558105
